,title,description,originallink,link
0,"서울시, &apos;<b>빅데이터</b>캠퍼스 분원&apos; 국회도서관에 19일 개소","국회도서관 분원은 기존 AI양재허브, 서울창업허브성수 분원과 함께 누구나 이용할 수 있어 상암 본원을 방문하기 어려운 시민들의 접근성을 높여 <b>데이터 분석가</b>들이 시간‧비용을 절감할 수 있는 좋은 기회가 될 것으로... ",http://www.enewstoday.co.kr/news/articleView.html?idxno=1591708,http://www.enewstoday.co.kr/news/articleView.html?idxno=1591708
1,&lt;뉴욕마켓워치&gt; 7월 FOMC 의사록 확인…주식·채권↓ 달러↑,이어 &quot;이런 위험으로 향후 분기들에 위원회가 정책 결정의 속도와 규모를 판단하는 데 <b>데이터</b> 의존적인... 코너스톤의 <b>분석가</b>인 션 반다지안은 &quot;이번 회의는 약간 감속된 소비자물가지수가 나오기 전에 개최됐고 몇몇... ,http://news.einfomax.co.kr/news/articleView.html?idxno=4229197,http://news.einfomax.co.kr/news/articleView.html?idxno=4229197
2,비트코인 횡보하는데…홀로 뛰는 &apos;강아지 코인&apos; [코인스캐너],온체인 <b>데이터</b> 분석업체 크립토퀀트는 &quot;최근 고래 투자자가 암호화폐거래소 지갑으로 비트코인을 대거... 코인데스크에 따르면 외환 트레이딩 업체 오안다의 모야 <b>분석가</b>는 &quot;월스트리트의 거의 모든 사람들이... ,https://www.hankyung.com/economy/article/202208178275i,https://n.news.naver.com/mnews/article/015/0004737749?sid=101
3,4차혁명 시대 우리 아이 직업은?… 읍면까지 ‘진로체험버스’ 찾아가요,"이들 수업에서는 <b>빅데이터 분석가</b>, 소셜네트워크서비스(SNS) 전문가, 인공지능 전문가, 드론 촬영 조종사, 크라우드펀딩 매니저, 원격진로코디네이터, 농촌디지털마케터 등 기존 학교들에서는 다루기 어려운 새로운... ",https://www.seoul.co.kr/news/newsView.php?id=20220817019005&wlog_tag3=naver,https://n.news.naver.com/mnews/article/081/0003294960?sid=102
4,[신직업·창직 찾기③ - 청소년·인문사회계열·이공계열] <b>빅데이터</b>전문가,"한국고용정보원 관계자는, &quot;<b>빅데이터</b>전문가는 기존 <b>데이터</b> 분석을 수행하던 <b>데이터분석가</b>(Data Analyst) 보다는 높은 수준의 전문성을 갖춰야 하며, 다수의 <b>빅데이터</b> 처리 경험을 통해 노하우를 축적해야 한다.&quot;면서... ",http://www.outsourcing.co.kr/news/articleView.html?idxno=94597,http://www.outsourcing.co.kr/news/articleView.html?idxno=94597
5,‘디지털 전환의 성공’을 위한 조건[이용수의 경영 전략],"예를 들어 제품 담당자, 프로세스 <b>분석가</b>, 디자이너, AI 모델러, <b>데이터</b> 엔지니어, IT 엔지니어가 필요한 프로젝트에서 특정 전문가는 외부에서 조달할 수 있지만 일하는 방식을 조직하고 협업을 통한 시너지를 체득하게 해... ",https://magazine.hankyung.com/business/article/202208104131b,https://n.news.naver.com/mnews/article/050/0000061697?sid=101
6,[크립토 주간 브리핑] 인플레 둔화 조짐에 우상향한 비트코인...3200만원 돌파,다만 외신에 따르면 가상자산 <b>데이터</b> 분석업체 글래스노드 <b>분석가</b>는 &quot;PoS 전환이 예상되는 9월까지는 이더리움 상승 베팅을 위한 콜옵션 주문이 쏟아졌으나 9월 이후 한달 동안에는 콜옵션 수요가 거의 없다.... ,https://www.techm.kr/news/articleView.html?idxno=100482,https://www.techm.kr/news/articleView.html?idxno=100482
7,"상권 분석? 우리 가게 손님, 어디에서 오는가부터 살펴라","지리정보<b>분석가</b> 송규봉이 말하는 알짜 상권 찾는 법 ● A급, B급 상권은 존재하지 않는다 ● 사업하는 이유와... 상권 <b>데이터</b>를 분석했다. 이는 전국을 대상으로 한 수천만 고객의 소비 패턴을 분석해 매출 예측 통계 모형을... ",https://shindonga.donga.com/3/all/13/3550450/1,https://n.news.naver.com/mnews/article/262/0000015789?sid=101
8,"슬라이커, 주말 해외 축구 프리뷰 제공","주말에 흥미롭게 지켜볼 만한 매치업들 중 <b>데이터</b>, 통계 등으로 접근했을 때 흥미로울 만한 경기들을 국내... 슬라이커의 분데스리가 패널인 전술<b>분석가</b> 칼엘식은 이번 주말 분데스리가에서는 라이프치히 쾰른 대결을... ",http://www.businesskorea.co.kr/news/articleView.html?idxno=98335,http://www.businesskorea.co.kr/news/articleView.html?idxno=98335
9,"경복대, 4차산업 실무인력 육성 위한 4개 학과 신설","기술전문분야로 수도권에 78%가 위치한 <b>빅데이터</b>와 인공지능 관련 기업에 <b>데이터</b> 기술자 또는 <b>분석가</b>, 개발자로 취업할수 있고, 응용분야인 <b>빅데이터</b>와 인공지능 기술을 도입한 금융, 유통, IT서비스 등의 산업분야 기업에... ",https://www.joongang.co.kr/article/25093683,https://n.news.naver.com/mnews/article/025/0003216073?sid=102
10,경복대학교는 2023년부터 사회적 트렌드를 반영한 4개 학과 신설,"기술전문분야로 수도권에 78%가 위치한 <b>빅데이터</b>와 인공지능 관련 기업에 <b>데이터</b> 기술자 또는 <b>분석가</b>, 개발자로 취업할수 있고, 응용분야인 <b>빅데이터</b>와 인공지능 기술을 도입한 금융, 유통, IT서비스 등의 산업분야... ",https://www.gukjenews.com/news/articleView.html?idxno=2527249,https://www.gukjenews.com/news/articleView.html?idxno=2527249
11,"경복대, 2023학년도 미래 유망 산업 관련 4개 학과 신설","기술전문분야로 수도권에 78%가 위치한 <b>빅데이터</b>와 인공지능 관련 기업에 <b>데이터</b> 기술자 또는 <b>분석가</b>, 개발자로 취업할수 있고, 응용분야인 <b>빅데이터</b>와 인공지능 기술을 도입한 금융, 유통, IT서비스 등의 산업분야... ",http://edu.donga.com/?p=article&ps=view&at_no=20220811105744530413,http://edu.donga.com/?p=article&ps=view&at_no=20220811105744530413
12,"코스알엑스 더마 스킨케어 라인 &apos;The RX&apos;, 글로벌 코스메틱 시장 성장 견인","한편 &apos;The RX&apos;는 코스알엑스의 <b>빅데이터 분석가</b>들이 전 세계 34개국, 60개 언어, 134개 온라인 몰에 형성된 약 400만개의 글로벌 고객 리뷰를 심층 분석해 얻은 소비자 니즈를 바탕으로 연구 개발에 착수해 출시한... ",http://www.ikunkang.com/news/articleView.html?idxno=36408,http://www.ikunkang.com/news/articleView.html?idxno=36408
13,"대한상의-SK플래닛, 청년 SW 인재 양성 프로그램 ‘ASAC’ 교육생 모집",‘ASAC(아삭)’ 교육 과정은 ①AI 기반 <b>빅데이터 분석가</b> ②웹풀스택 개발자 총 2개 과정으로 진행한다. 1기 모집 인원은 각 과정별 25명으로 총 50명의 교육생을 선발한다. 교육 기간은 9월 28일부터 2022년 3월 18일까지... ,http://www.boannews.com/media/view.asp?idx=109001&kind=,http://www.boannews.com/media/view.asp?idx=109001&kind=
14,"<b>빅데이터</b> 분석·웹 개발자 등 SW 인재, 기업이 직접 키운다","구체적인 교육과정은 AI(인공지능)기반 <b>빅데이터 분석가</b>, 웹 프론트엔드, 백엔드 학습을 기반으로 한 기업의 실전 웹제작 프로젝트 실습 교육인 ‘웹풀스택 개발자’ 등 총 2개 과정으로 진행된다. 아울러 전문가... ",http://www.skyedaily.com/news/news_view.html?ID=164117,http://www.skyedaily.com/news/news_view.html?ID=164117
15,"코스알엑스 더마 스킨케어 라인 ‘The RX’, 글로벌 매출 성장 견인","한편, 신제품 &apos;The RX’는 코스알엑스의 <b>빅데이터 분석가</b>들이 전세계 34개국, 60개 언어, 134개 온라인 몰에 형성된 약 400만개의 글로벌 고객 리뷰를 심층 분석해 얻은 소비자 니즈를 바탕으로 연구 개발에 착수해... ",https://view.asiae.co.kr/article/2022081015253797858,https://n.news.naver.com/mnews/article/277/0005131152?sid=101
16,&quot;AWS vs. GCP vs. 애저&quot; 클라우드 보안 기능 승자는?,일단 세큐로시스(Securosis)의 <b>분석가</b>이자 CEO인 리처드 모걸의 3가지 지적에서 출발하자. 빅3는 내부 프로세스와 절차를 최대한 외부에 공개하지 않는 경향이 있다. 그러나 이들 업체는 모두 <b>데이터</b>센터의 물리적... ,https://www.itworld.co.kr/news/249778,https://www.itworld.co.kr/news/249778
17,코스알엑스 더마 스킨케어 &apos;The RX&apos; 해외 온라인몰서 판매 급증,"신제품 &apos;The RX&apos;는 코스알엑스의 <b>빅데이터 분석가</b>들이 전세계 34개국, 60개 언어, 134개 온라인 몰에 형성된 약 400만개의 글로벌 고객 리뷰를 심층 분석해 얻은 소비자 니즈를 바탕으로 연구 개발에 착수해 출시된... ",http://www.delighti.co.kr/news/articleView.html?idxno=38689,http://www.delighti.co.kr/news/articleView.html?idxno=38689
18,"코스알엑스 더마 스킨케어 라인 ‘The RX’, 글로벌 시장 급성장 견인","한편, 신제품 &apos;The RX’는 코스알엑스의 <b>빅데이터 분석가</b>들이 전세계 34개국, 60개 언어, 134개 온라인 몰에 형성된 약 400만개의 글로벌 고객 리뷰를 심층 분석해 얻은 소비자 니즈를 바탕으로 연구 개발에 착수해... ",https://news.koreadaily.com/2022/08/10/economy/lifeeconomy/20220810170004578.html,https://news.koreadaily.com/2022/08/10/economy/lifeeconomy/20220810170004578.html
19,"경복대, 2023학년도 &apos;미래 유망 산업 관련 4개 학과&apos; 신설","기술전문분야로 수도권에 78%가 위치한 <b>빅데이터</b>와 인공지능 관련 기업에 <b>데이터</b> 기술자 또는 <b>분석가</b>, 개발자로 취업할수 있고, 응용분야인 <b>빅데이터</b>와 인공지능 기술을 도입한 금융, 유통, IT서비스 등의 산업분야... ",http://www.cstimes.com/news/articleView.html?idxno=508281,http://www.cstimes.com/news/articleView.html?idxno=508281
20,"대한상의·SK플래닛, SW교육 `아삭` 개설",&apos;AI기반 <b>빅데이터 분석가</b>&apos; &apos;웹풀스택 개발자&apos; 총 2개 교육 과정으로 진행한다. 1기 모집인원은 각 과정별 25명으로 총 50명의 교육생을 선발한다. 오는 26일까지 지원접수를 받아 T아카데미 마포구 소재 교육장에서... ,http://www.dt.co.kr/contents.html?article_no=2022081002109932057001&ref=naver,https://n.news.naver.com/mnews/article/029/0002748491?sid=101
21,"경복대학교, 2023학년도 미래 유망 산업 관련 4개 학과 신설","기술전문분야로 수도권에 78%가 위치한 <b>빅데이터</b>와 인공지능 관련 기업에 <b>데이터</b> 기술자 또는 <b>분석가</b>, 개발자로 취업할수 있고, 응용분야인 <b>빅데이터</b>와 인공지능 기술을 도입한 금융, 유통, IT서비스 등의 산업분야... ",http://www.joynews24.com/view/1509219,http://www.joynews24.com/view/1509219
22,"[게시판] 대한상의-SK플래닛, SW인재 양성 프로그램 교육생 모집","&apos;AI 기반 <b>빅데이터 분석가</b>&apos; 과정과 &apos;웹풀스택 개발자&apos; 과정으로 운영되는 ASAC 프로그램은 각 과정당 25명씩 총 50명의 교육생을 선발할 예정이다. 소프트웨어 교육은 6개월 동안 진행되며, 교육비는 전액 지원된다.... ",https://www.yna.co.kr/view/AKR20220810126200003?input=1195m,https://n.news.naver.com/mnews/article/001/0013366873?sid=105
23,[AI-META 시대 &apos;미래전략&apos;]&lt;29&gt;미래직업 변화,"보건의료(기억증강 치료사, 유전문제 해결사, AI건강관리사 등) <b>빅데이터</b>(개인정보보호 전략가, <b>데이터</b> 관리자, 블록체인 디자이너 등), 3D프린트, 자율운송, 미래농업(토양<b>분석가</b>, 관개 관리자 등), 상업용 우주 산업, 로봇... ",http://www.etnews.com/20220810000037,https://n.news.naver.com/mnews/article/030/0003036206?sid=110
24,"대한상의-SK플래닛, 청년 소프트웨어 인재 직접 키운다","교육과정은 AI기반 <b>빅데이터 분석가</b>와 웹풀스택 개발자 총 2개 과정으로 진행되며, 과정별로 25명씩 총 50명을 선발한다. 지원 자격은 ▲만 34세 이하 구직자 중 교육과정 수료 후 6개월 이내 취업 가능자 ▲정규... ",https://biz.chosun.com/industry/company/2022/08/10/ZB5MFNNCJVEMZGFPU2FFELG4PI/?utm_source=naver&utm_medium=original&utm_campaign=biz,https://n.news.naver.com/mnews/article/366/0000833385?sid=101
25,경복대학교 2023학년도 &apos;안전보건과&apos; &apos;반려동물보건과&apos; &apos;<b>빅데이터</b>과&apos; &apos;영상미...,"기술전문분야로 수도권에 78%가 위치한 <b>빅데이터</b>와 인공지능 관련 기업에 <b>데이터</b> 기술자 또는 <b>분석가</b>, 개발자로 취업할수 있고, 응용분야인 <b>빅데이터</b>와 인공지능 기술을 도입한 금융, 유통, IT서비스 등의 산업분야... ",http://kor.theasian.asia/archives/319900,http://kor.theasian.asia/archives/319900
26,경복대 2023 미래 유망 산업 관련 4개 학과 신설,"기술전문분야로 수도권에 78%가 위치한 <b>빅데이터</b>와 인공지능 관련 기업에 <b>데이터</b> 기술자 또는 <b>분석가</b>, 개발자로 취업할수 있고, 응용분야인 <b>빅데이터</b>와 인공지능 기술을 도입한 금융, 유통, IT서비스 등의 산업분야... ",http://www.veritas-a.com/news/articleView.html?idxno=425243,http://www.veritas-a.com/news/articleView.html?idxno=425243
27,"코스알엑스 신제품 더마 라인 ‘The RX’, 글로벌 시장 성장세 이끈다","한편, 신제품 &apos;The RX’는 코스알엑스의 <b>빅데이터 분석가</b>들이 전세계 34개국, 60개 언어, 134개 온라인 몰에 형성된 약 400만개의 글로벌 고객 리뷰를 심층 분석해 얻은 소비자 니즈를 바탕으로 연구 개발에 착수해... ",http://www.fashionbiz.co.kr/TN/?cate=2&recom=2&idx=194279,http://www.fashionbiz.co.kr/TN/?cate=2&recom=2&idx=194279
28,"경복대학교, 2023학년도 미래 유망 산업 관련 4개 학과 신설","기술전문분야로 수도권에 78%가 위치한 <b>빅데이터</b>와 인공지능 관련 기업에 <b>데이터</b> 기술자 또는 <b>분석가</b>, 개발자로 취업할수 있고, 응용분야인 <b>빅데이터</b>와 인공지능 기술을 도입한 금융, 유통, IT서비스 등의 산업분야... ",http://www.enewstoday.co.kr/news/articleView.html?idxno=1590165,http://www.enewstoday.co.kr/news/articleView.html?idxno=1590165
29,"&quot;SW 인재양성에 기업들이 나섰다&quot; 상의-SK플래닛, &apos;ASAC&apos; 교육생 모집","&apos;ASAC(아삭)&apos;교육과정은 AI기반 <b>빅데이터 분석가</b>, 웹풀스택 개발자 총 2개 과정으로 진행한다. 1기 모집인원은 각 과정별 25명으로 총 50명의 교육생을 선발한다. 교육기간은 9월28일부터 2022년 3월18일까지 6개월가량... ",http://www.efnews.co.kr/news/articleView.html?idxno=97814,http://www.efnews.co.kr/news/articleView.html?idxno=97814
30,"코스알엑스 더마 라인 ‘The RX’, 글로벌 매출 성장 이끈다","한편, 신제품 &apos;The RX’는 코스알엑스의 <b>빅데이터 분석가</b>들이 전세계 34개국, 60개 언어, 134개 온라인 몰에 형성된 약 400만개의 글로벌 고객 리뷰를 심층 분석해 얻은 소비자 니즈를 바탕으로 연구 개발에 착수해... ",https://www.dailian.co.kr/news/view/1141400/?sc=Naver,https://n.news.naver.com/mnews/article/119/0002629056?sid=101
31,"코스알엑스 더마 라인 &apos;The RX&apos;, 글로벌 매출 성장","한편 신제품 &apos;The RX’는 코스알엑스의 <b>빅데이터 분석가</b>들이 전세계 34개국, 60개 언어, 134개 온라인 몰에 형성된 약 400만개의 글로벌 고객 리뷰를 심층 분석해 얻은 소비자 니즈를 바탕으로 연구 개발에 착수해... ",https://www.news1.kr/articles/4769022,https://n.news.naver.com/mnews/article/421/0006270201?sid=101
32,"대한상의-SK플래닛, SW 인재양성 프로그램 가동",ASAC 교육과정은 ▲AI기반 <b>빅데이터 분석가</b> ▲웹풀스택 개발자 등 2개 과정으로 진행한다. 1기 모집인원은 과정별 25명으로 총 50명의 교육생을 선발한다. 교육기간은 9월 28일부터 2022년 3월 18일까지 6개월 가량 진행될... ,https://zdnet.co.kr/view/?no=20220810130745,https://n.news.naver.com/mnews/article/092/0002264987?sid=105
33,"SW인재 양성에 기업들 직접 나섰다…대한상의·SK플래닛, 교육 프로그램 ‘AS...",배치할 수 있다는 측면에서 윈윈효과가 클 것”이라고 했다. 26일까지 1기 교육생 모집…&quot;인력 미스매치 해소&quot; AI기반 <b>빅데이터분석가</b>·웹풀스택 개발자 과정 편성 교보정보통신·넷마블·SK하이닉스 등 11개 기업 참여,https://www.viva100.com/main/view.php?key=20220810010002578,https://www.viva100.com/main/view.php?key=20220810010002578
34,"대한상의-SK플래닛, &apos;현장형 소프트웨어 청년인재&apos; 육성 나선다","교육과정은 인공지능(AI) 기반 <b>빅데이터 분석가</b>, 웹풀스택 개발자 등 총 2개 과정으로 진행된다. 1기 모집인원은 과정별 25명 씩 총 50명이다. 교육기간은 9월 28일부터 내년 3월 18일까지 6개월이다. 교육장소는 서울... ",https://www.sedaily.com/NewsView/269QSXQIEQ,https://n.news.naver.com/mnews/article/011/0004086046?sid=101
35,"대한상의·SK플래닛, 청년 SW 인재 양성 프로그램 교육생 모집","모집 인원은 ‘AI 기반 <b>빅데이터 분석가</b>’, ‘웹풀스택 개발자’ 2개 과정 25명씩 총 50명이다. 교육생 선정 시 다음 달 28일부터 내년 3월 18일까지 6개월간 교육을 받게 된다. 교육 장소는 T아카데미 마포구 소재... ",https://www.etoday.co.kr/news/view/2162334,https://www.etoday.co.kr/news/view/2162334
36,"대한상의-SK플래닛, 청년 SW 양성 프로그램 &apos;ASAC&apos; 교육생 모집",ASAC 교육 과정은 ▲인공지능(AI) 기반 <b>빅데이터 분석가</b> ▲웹풀스택 개발자 총 2개 과정으로 진행한다. 1기 모집 인원은 각 과정별 25명으로 총 50명의 교육생을 선발한다. 교육 기간은 9월28일부터 2023년 3월18일까지... ,http://www.goodkyung.com/news/articleView.html?idxno=184386,http://www.goodkyung.com/news/articleView.html?idxno=184386
37,"대한상의-SK플래닛, 소프트웨어 인재양성 프로그램 개설","&apos;ASAC(아삭)&apos;교육과정은 AI기반 <b>빅데이터 분석가</b>, 웹풀스택 개발자 2개 과정으로 진행한다. 1기 모집인원은 각 과정별 25명으로 50명의 교육생을 선발한다. 교육기간은 9월28일부터 2023년 3월18일까지 6개월가량... ",http://www.opinionnews.co.kr/news/articleView.html?idxno=71690,http://www.opinionnews.co.kr/news/articleView.html?idxno=71690
38,"대한상의-SK플래닛, 청년SW인재양성 프로그램 &apos;ASAC&apos; 교육생 모집","ASAC 교육과정은 인공지능(AI) 기반 <b>빅데이터 분석가</b>, 웹풀스택 개발자 두 개 과정으로 운영된다. <b>빅데이터 분석가</b> 과정은 데이터 수집과 분석, 머신러닝·딥러닝 학습을 기반으로 한 실전 데이터 프로젝트를 실습한다.... ",http://www.etnews.com/20220810000067,https://n.news.naver.com/mnews/article/030/0003036098?sid=105
39,"대한상의-SK플래닛,청년SW인재양성 프로그램 교육생 모집","&apos;ASAC&apos; 교육과정은 △AI기반 <b>빅데이터 분석가</b>, △웹풀스택 개발자 총 2개 과정으로 진행한다. 1기 모집인원은 각 과정별 25명으로 총 50명의 교육생을 선발한다. 교육기간은 오는 9월 28일부터 6개월가량 진행될 예정이며... ",http://www.m-i.kr/news/articleView.html?idxno=941426,http://www.m-i.kr/news/articleView.html?idxno=941426
40,미래 SW 인재양성에 국내 11개 기업 직접 나섰다,"ASAC 교육과정은 AI기반 <b>빅데이터 분석가</b>, 웹풀스택 개발자 등 2개 과정으로 진행한다. 1기 모집인원은 각 과정별 25명으로 총 50명의 교육생을 선발한다. 교육기간은 9월 28일부터 2022년 3월 18일까지 6개월가량... ",https://www.econovill.com/news/articleView.html?idxno=585202,https://www.econovill.com/news/articleView.html?idxno=585202
41,"대한상의·SK플래닛, 소프트웨어 인재 양성 나선다","교육은 AI기반 <b>빅데이터 분석가</b>, 웹풀스택 개발자 총 2개 과정으로 진행한다. 1기 모집 인원은 과정별 25명으로 총 50명의 교육생을 선발한다. 교육기간은 오는 9월 28일부터 내년 3월 18일까지 6개월가량 진행될 예정이며... ",http://www.inews24.com/view/1508974,https://n.news.naver.com/mnews/article/031/0000690833?sid=101
42,"대한상의·SK플래닛, 소프트웨어 청년인재 양성 나선다","교육과정은 △AI(인공지능) 기반 <b>빅데이터 분석가</b> △웹풀스택 개발자 총 2개 과정으로 진행한다. AI기반 <b>빅데이터 분석가</b> 과정은 데이터 수집·분석,머신러닝·딥러닝 학습을 기반으로 한 실전 데이터 프로젝트 실습... ",http://news.mt.co.kr/mtview.php?no=2022081009043691366,https://n.news.naver.com/mnews/article/008/0004781399?sid=101
43,"대한상의-SK플래닛, SW 교육 프로그램 &apos;ASAC&apos; 개설…&quot;인재 양성&quot;",ASAC 교육과정은 △AI기반 <b>빅데이터 분석가</b> △웹풀스택 개발자 총 2개 과정으로 진행한다. 1기 모집인원은 과정별 25명으로 총 50명이다. 교육기간은 9월 28일부터 2022년 3월 18일까지 6개월가량이다. 선발된... ,https://www.news1.kr/articles/4768468,https://n.news.naver.com/mnews/article/421/0006269897?sid=103
44,"“청년 SW 인재 양성” SK·두산 등 대기업들, ‘ASAC’ 공동개설","교육은 AI기반 <b>빅데이터 분석가</b>, 웹풀스택 개발자 총 2개 과정으로 실시한다. AI기반 <b>빅데이터 분석가</b> 과정 참여자는 데이터 수집·분석,머신러닝·딥러닝 학습을 기반으로 한 실전 데이터 프로젝트 실습 교육을... ",https://view.asiae.co.kr/article/2022081010491089714,https://n.news.naver.com/mnews/article/277/0005130647?sid=101
45,"소프트웨어 인재 양성, 기업들이 직접 나섰다…대한상의 &apos;ASAC&apos;","교육은 AI기반 <b>빅데이터 분석가</b>, 웹풀스택 개발자 총 2개 과정으로 진행한다. 1기 모집인원은 각 과정별 25명으로 총 50명의 교육생을 선발한다. 교육 기간은 9월28일부터 내년 3월18일까지 6개월 정도 진행될 예정이다.... ",http://www.newsis.com/view/?id=NISX20220810_0001973904&cID=13001&pID=13000,https://n.news.naver.com/mnews/article/003/0011355119?sid=101
46,"[대학 탐방] 상명대, 교육 내실화로 미래 혁신형 인재 양성 &apos;박차&apos;","인공지능 개발자, 인공지능 서비스 기획자, 인공지능 <b>데이터 분석가</b> 및 디지털 전환 마중물 역할을 할 인력양성을 목표로 한다. 먼저 지난 5월부터 진행된 &apos;KT와 함께하는 상명AI경진대회&apos;는 인공지능(AI)을 활용한 경제... ",http://www.dailysmart.co.kr/news/articleView.html?idxno=62873,http://www.dailysmart.co.kr/news/articleView.html?idxno=62873
47,"[N2 모닝 경제 브리핑-8월 8일] 美 증시, 고용증가 속 혼조...넷플릭스·엔비...",골드만삭스 <b>분석가</b>는 최근 증시의 반등이 펀더멘털 투자자들보다는 시스템 거래 투자자들로 인해... 회사는 고객에 대한 <b>데이터</b>를 분석해 타깃 광고를 하는 데 도움 주는 서비스를 판매하는 곳으로... ,https://www.news2day.co.kr/article/20220806500011,https://www.news2day.co.kr/article/20220806500011
48,서울 청년취업사관학교 영등포캠퍼스...청년 개발자 새싹의 요람,"다음으로 들어선 클래스룸에서는 &apos;파이썬을 활용한 비즈니스 <b>빅데이터 분석가</b> 양성과정&apos; 수업이 한창이었다. 맨 앞에 앉아 있는 강사는 디지털 칠판에 수업 내용을 띄워놓은 채 열심히 설명을 하고 있었고, 20여명의... ",http://www.newspim.com/news/view/20220805000689,http://www.newspim.com/news/view/20220805000689
49,[여여한 독서] 수학은 때로 살상무기가 된다,(계량<b>분석가</b>)로 전업했다가 눈앞에서 금융위기를 목도한다. 자신이 사랑한 수학이 금융 기술과 결탁해 혼란과 불행을 야기하기는 것을 본 오닐은 이후 <b>빅데이터</b> 모형의 위험성을 제어하는 데 앞장선다. 그는 수학과 <b>데이터</b>... ,https://www.sisain.co.kr/news/articleView.html?idxno=48114,https://n.news.naver.com/mnews/article/308/0000031274?sid=103
50,[디지털 마케팅으로 승부하라]3. 업리프트 모델링을 활용한 디지털마케팅 최적...,분석 플랫폼은 <b>분석가</b>가 IT 부서의 도움 없이도 자체적으로 <b>빅데이터</b>를 가공하고 모델을 개발하도록 지원한다. 이를 통해 캠페인 특성 파악과 모델 고도화에 보다 집중할 수 있어 비교적 단시간에 성공 사례를 발굴할 수... ,http://www.etnews.com/20220805000149,https://n.news.naver.com/mnews/article/030/0003035179?sid=105
51,[디지털 마케팅으로 승부하라]2. 클릭 몇 번으로 고객에게 필요한 혜택 적시 ...,"과거에는 <b>분석가</b>가 고객 <b>데이터</b>를 분석하고 이를 바탕으로 마케터가 마케팅을 기획, 대량의 마케팅 대상 고객군에게 혜택을 제공했다. 이제는 고객 개개인별 취향·선호도를 고려해서 맞춤 혜택을 제공하는 방식으로... ",http://www.etnews.com/20220804000127,https://n.news.naver.com/mnews/article/030/0003034877?sid=105
52,"아마존이 러브콜…쓰리빅스, 인도 이어 미국행","미국 국립보건원(NIH)의 <b>데이터 분석가</b>, 글로벌 진단 기업 퀴아젠 인도법인 인력 등을 섭외해 차세대 실리콘밸리로 불리는 인도 방갈로르에 지사를 열었다. 설립 4년 만에 인도에선 주요 의료 <b>데이터</b> 기업으로 성장했다.... ",https://www.hankyung.com/it/article/2022080223171,https://n.news.naver.com/mnews/article/015/0004731975?sid=105
53,"경복대, <b>빅데이터</b>과 신설 내년도 신입생 모집","기술전문분야로 수도권에 78%가 위치한 <b>빅데이터</b>와 인공지능 관련 기업에 <b>데이터</b> 기술자 또는 <b>분석가</b>, 개발자로 취업할수 있고, 응용분야인 <b>빅데이터</b>와 인공지능 기술을 도입한 금융, 유통, IT서비스 등의... ",https://www.joongang.co.kr/article/25091520,https://n.news.naver.com/mnews/article/025/0003214013?sid=102
54,"경복대학교,2023학년도 <b>빅데이터</b>과 신설.&quot;4차 산업혁명 핵심 <b>빅데이터</b> 전문가...","기술전문분야로 수도권에 78%가 위치한 <b>빅데이터</b>와 인공지능 관련 기업에 <b>데이터</b> 기술자 또는 <b>분석가</b>, 개발자로 취업할수 있고, 응용분야인 <b>빅데이터</b>와 인공지능 기술을 도입한 금융, 유통, IT서비스 등의... ",http://www.joongboo.com/news/articleView.html?idxno=363552639,http://www.joongboo.com/news/articleView.html?idxno=363552639
55,"&quot;경복대학교, 4차 산업혁명 핵심기술 &apos;<b>빅데이터</b>&apos; 시대 선도할 전문인력양성에...","기술전문분야로 수도권에 78%가 위치한 <b>빅데이터</b>와 인공지능 관련 기업에 <b>데이터</b> 기술자 또는 <b>분석가</b>, 개발자로 취업할수 있고, 응용분야인 <b>빅데이터</b>와 인공지능 기술을 도입한 금융, 유통, IT서비스 등의 산업분야... ",https://www.cnbnews.com/news/article.html?no=558329,https://www.cnbnews.com/news/article.html?no=558329
56,"경복대학교, 2023학년도 &apos;<b>빅데이터</b>과&apos; 신설…신입생 35명 모집","전문기업뿐만 아니라 정보통신(IT)기업을 비롯한 다양한 산업분야의 기업에 진출할 수 있다. 또한 인공지능 기술을 도입한 금융, 유통, IT서비스 등의 산업분야 기업에 <b>데이터</b> 기술자 및 <b>분석가</b>, 개발자로 취업이 가능하다.",http://www.newsworks.co.kr/news/articleView.html?idxno=604915,http://www.newsworks.co.kr/news/articleView.html?idxno=604915
57,경복대 4차 산업혁명 핵심 <b>빅데이터</b> 학과 신설... 35명 신입생 모집.,"기술전문분야로 수도권에 78%가 위치한 <b>빅데이터</b>와 인공지능 관련 기업에 <b>데이터</b> 기술자 또는 <b>분석가</b>, 개발자로 취업할수 있고, 응용분야인 <b>빅데이터</b>와 인공지능 기술을 도입한 금융, 유통, IT서비스 등의... ",https://www.gukjenews.com/news/articleView.html?idxno=2520858,https://www.gukjenews.com/news/articleView.html?idxno=2520858
58,[코인 시황] 비트코인 2만3000달러 공방...&quot;2만4400달러 저항선 돌파 관건&quot;,(GDP) <b>데이터</b>에 따른 충격을 모두 흡수한 상황이라 6월 시장의&apos; 항복(capitulation)&apos;에 따른 7월의 강한 회복력이... 비스포크 인베스트먼트 그룹의 제이크 고든 <b>분석가</b>는 &quot;암호화폐와 미 증시는 서로 높은 상관관계가... ,http://www.newspim.com/news/view/20220802000027,http://www.newspim.com/news/view/20220802000027
